respondent_id,pre_college_sport_1,pre_college_sport_1_level,pre_college_sport_1_skill,pre_college_sport_2,pre_college_sport_2_level,pre_college_sport_2_skill,pre_college_sport_3,pre_college_sport_3_level,pre_college_sport_3_skill,pre_college_other_sports,im_badminton_experience,im_badminton_skill,im_basketball_experience,im_basketball_skill,im_billiards_experience,im_billiards_skill,im_broomball_experience,im_broomball_skill,im_climbing_experience,im_climbing_skill,im_dodgeball_experience,im_dodgeball_skill,im_flag_football_experience,im_flag_football_skill,im_foosball_experience,im_foosball_skill,im_inner_tube_water_polo_experience,im_inner_tube_water_polo_skill,im_pickleball_experience,im_pickleball_skill,im_ping_pong_experience,im_ping_pong_skill,im_river_run_experience,im_river_run_skill,im_soccer_experience,im_soccer_skill,im_softball_experience,im_softball_skill,im_spikeball_experience,im_spikeball_skill,im_squash_experience,im_squash_skill,im_tennis_experience,im_tennis_skill,im_ultimate_frisbee_experience,im_ultimate_frisbee_skill,im_volleyball_experience,im_volleyball_skill,is_varsity,varsity_sport
297,Ice Hockey,Casual,1,,,,,,,,Never played,,1 season,8,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,2+ seasons,6,1 season,4,Never played,,Never played,,no,
298,Wrestling,Casual,3,Basketball,HS Varsity,6,,,,,Never played,,2+ seasons,3,Never played,,Never played,,1 season,3,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,4,2+ seasons,7,no,
299,Gymnastics,Casual,2,Tennis,Casual,2,Lacrosse,Casual,5,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,2+ seasons,7,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,1 season,5,Never played,,Never played,,no,
300,,,,,,,,,,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,2+ seasons,8,1 season,8,1 season,6,no,
301,Basketball,Casual,4,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,5,1 season,6,Never played,,2+ seasons,7,1 season,6,Never played,,Never played,,1 season,7,1 season,5,Never played,,no,
302,Ice Hockey,Casual,4,Basketball,HS Varsity,6,,,,,1 season,5,Never played,,Never played,,1 season,2,1 season,4,1 season,5,Never played,,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,no,
303,Basketball,HS Varsity,9,,,,,,,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,2+ seasons,6,1 season,6,Never played,,2+ seasons,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
304,Ice Hockey,Casual,7,Soccer,HS Varsity,8,Wrestling,Casual,4,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,1 season,3,Never played,,Never played,,1 season,7,1 season,5,Never played,,1 season,4,Never played,,1 season,3,1 season,4,Never played,,Never played,,no,
305,Baseball,Casual,4,Field Hockey,Casual,7,Crew,Casual,4,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,2,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
306,Ice Hockey,HS Varsity,10,,,,,,,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,2+ seasons,7,Never played,,1 season,6,Never played,,Never played,,1 season,7,Never played,,yes,Ice Hockey
307,Track & Field,Casual,5,,,,,,,,Never played,,2+ seasons,7,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,1 season,5,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,no,
308,Cross Country,HS Varsity,7,Soccer,Casual,1,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,9,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
309,Crew,Casual,4,,,,,,,,1 season,6,Never played,,1 season,5,Never played,,2+ seasons,9,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,no,
310,Squash,HS Varsity,8,,,,,,,,Never played,,1 season,7,2+ seasons,6,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
311,Football (American),HS Varsity,8,,,,,,,,Never played,,1 season,7,1 season,4,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Football
312,Soccer,Casual,7,Basketball,Casual,7,,,,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,2+ seasons,5,1 season,5,1 season,6,Never played,,1 season,5,Never played,,2+ seasons,9,no,
313,,,,,,,,,,,Never played,,1 season,3,1 season,5,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,no,
314,Track & Field,Casual,3,Swimming,Casual,4,,,,,Never played,,1 season,4,Never played,,Never played,,1 season,5,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,3,Never played,,no,
315,Soccer,Casual,5,Swimming,HS JV,4,Track & Field,Casual,5,,Never played,,2+ seasons,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
316,Tennis,Casual,1,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,no,
317,Swimming,Casual,3,Basketball,HS JV,5,,,,,Never played,,Never played,,1 season,4,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,2+ seasons,8,1 season,5,Never played,,Never played,,Never played,,no,
318,Tennis,HS Varsity,8,,,,,,,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,1 season,6,yes,Tennis
319,Cross Country,Casual,3,Tennis,Casual,5,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,5,no,
320,Crew,Casual,5,Football (American),HS JV,5,,,,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,6,Never played,,no,
321,Tennis,HS Varsity,4,Cross Country,HS Varsity,8,,,,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,1 season,3,1 season,7,Never played,,Never played,,Never played,,yes,Tennis
322,Field Hockey,Casual,6,,,,,,,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,1 season,8,Never played,,Never played,,1 season,6,1 season,4,Never played,,1 season,5,1 season,8,no,
323,Volleyball,HS Varsity,9,,,,,,,,1 season,2,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,1 season,3,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,9,Never played,,Never played,,Never played,,yes,Volleyball
324,Crew,HS JV,7,Basketball,Casual,6,Swimming,Casual,7,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
325,Swimming,Casual,6,,,,,,,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,5,Never played,,Never played,,no,
326,Ice Hockey,Casual,4,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,1 season,7,Never played,,1 season,1,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
327,Crew,Casual,4,Soccer,HS Varsity,8,,,,,Never played,,Never played,,Never played,,Never played,,1 season,7,1 season,5,1 season,5,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
328,,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,1 season,5,Never played,,1 season,4,2+ seasons,9,no,
329,Basketball,Casual,5,Tennis,HS Varsity,6,,,,,1 season,6,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,no,
330,Track & Field,HS JV,2,Cross Country,HS Varsity,7,,,,,2+ seasons,7,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,4,1 season,7,Never played,,Never played,,1 season,3,1 season,4,1 season,5,Never played,,Never played,,1 season,6,1 season,4,Never played,,Never played,,no,
331,Track & Field,Casual,4,,,,,,,,1 season,6,1 season,4,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,no,
332,Soccer,Casual,2,,,,,,,,1 season,7,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,2+ seasons,8,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,8,no,
333,Tennis,HS JV,3,,,,,,,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,6,no,
334,Swimming,Casual,4,,,,,,,,2+ seasons,10,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,1 season,7,Never played,,1 season,4,Never played,,1 season,5,Never played,,Never played,,no,
335,Field Hockey,HS Varsity,8,Football (American),HS JV,8,,,,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,1 season,5,Never played,,2+ seasons,10,Never played,,1 season,5,Never played,,2+ seasons,9,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,no,
336,Football (American),HS Varsity,9,Tennis,Casual,2,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,2,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,yes,Football
337,Track & Field,HS JV,4,,,,,,,,Never played,,2+ seasons,10,Never played,,1 season,5,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
338,Ice Hockey,Casual,5,Soccer,Casual,4,Tennis,Casual,3,Curling,1 season,5,Never played,,1 season,4,Never played,,Never played,,1 season,7,Never played,,2+ seasons,10,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,no,
339,Track & Field,HS Varsity,6,Climbing,Casual,2,Lacrosse,Casual,8,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,9,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,no,
340,Basketball,Casual,5,,,,,,,,Never played,,Never played,,1 season,5,Never played,,1 season,4,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,no,
341,Water Polo,HS Varsity,10,,,,,,,,1 season,3,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,yes,Water Polo
342,Swimming,HS Varsity,10,Tennis,HS Varsity,8,,,,,1 season,7,2+ seasons,10,1 season,6,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Swimming & Diving
343,Basketball,HS JV,8,Swimming,Casual,5,,,,,Never played,,1 season,4,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,2,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,Never played,,Never played,,no,
344,Lacrosse,HS Varsity,6,,,,,,,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,4,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
345,,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,9,1 season,3,Never played,,Never played,,Never played,,no,
346,Track & Field,Casual,7,Football (American),Casual,3,,,,,Never played,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,1 season,4,1 season,7,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,no,
347,Track & Field,Casual,3,,,,,,,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,8,Never played,,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,1 season,5,1 season,6,Never played,,Never played,,Never played,,Never played,,no,
348,Tennis,HS Varsity,8,Track & Field,Casual,5,Baseball,Casual,7,,1 season,5,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
349,Soccer,HS JV,3,Tennis,HS Varsity,10,Swimming,HS Varsity,6,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,1 season,3,no,
350,Soccer,Casual,5,,,,,,,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,1 season,2,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,1 season,6,Never played,,Never played,,Never played,,no,
351,Ultimate Frisbee,Casual,2,,,,,,,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,no,
352,Golf,HS Varsity,9,Track & Field,HS Varsity,7,,,,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,1 season,6,Never played,,Never played,,Never played,,Never played,,2+ seasons,9,Never played,,Never played,,yes,Golf
353,Track & Field,HS Varsity,10,,,,,,,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,1 season,6,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Track & Field
354,Tennis,HS JV,4,Squash,HS JV,7,,,,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,1 season,4,Never played,,1 season,6,Never played,,Never played,,1 season,5,1 season,4,no,
355,,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,4,1 season,5,Never played,,Never played,,1 season,4,1 season,6,1 season,7,no,
356,Tennis,Casual,3,,,,,,,,1 season,5,1 season,5,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
357,,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,1 season,4,Never played,,Never played,,1 season,3,1 season,7,Never played,,Never played,,no,
358,Crew,HS Varsity,10,,,,,,,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,1 season,5,Never played,,Never played,,1 season,7,Never played,,1 season,8,Never played,,Never played,,yes,Women's Rowing
359,Soccer,Casual,6,Basketball,HS JV,2,,,,,1 season,6,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,1 season,7,no,
360,Baseball,Casual,6,Basketball,HS JV,4,Pickleball,Casual,3,,Never played,,Never played,,2+ seasons,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,no,
361,Basketball,Casual,2,Track & Field,Casual,7,Tennis,Casual,4,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,no,
362,Football (American),HS Varsity,8,Baseball,Casual,6,,,,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,6,yes,Football
363,Ice Hockey,HS Varsity,8,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,2+ seasons,6,Never played,,1 season,6,Never played,,Never played,,yes,Ice Hockey
364,Soccer,HS Varsity,9,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,Never played,,1 season,7,Never played,,Never played,,yes,Soccer
365,Crew,Casual,5,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,1 season,3,Never played,,1 season,5,2+ seasons,8,Never played,,1 season,6,1 season,5,1 season,5,Never played,,no,
366,Cross Country,HS Varsity,6,Soccer,HS Varsity,9,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
367,Swimming,HS Varsity,8,Track & Field,Casual,2,Field Hockey,HS Varsity,6,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,yes,Swimming & Diving
368,Cross Country,Casual,3,Crew,HS Varsity,10,Basketball,HS Varsity,9,Fencing and sailing ,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
369,Track & Field,HS Varsity,10,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,9,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,no,
370,Football (American),Casual,5,Lacrosse,HS Varsity,7,,,,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,2+ seasons,3,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
371,Tennis,HS Varsity,10,,,,,,,,Never played,,1 season,7,Never played,,Never played,,1 season,8,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
372,Cross Country,HS Varsity,6,,,,,,,,2+ seasons,9,1 season,6,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
373,Crew,HS Varsity,9,Squash,HS Varsity,8,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,2+ seasons,8,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,1 season,8,1 season,6,Never played,,Never played,,Never played,,no,
374,Tennis,HS Varsity,10,Football (American),HS JV,7,,,,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
375,Tennis,HS Varsity,10,Lacrosse,Casual,4,,,,,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,1 season,5,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,1 season,5,2+ seasons,6,Never played,,Never played,,yes,Tennis
376,Cross Country,HS Varsity,6,Tennis,Casual,2,Soccer,Casual,6,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,2+ seasons,4,Never played,,Never played,,no,
377,Swimming,Casual,4,Tennis,Casual,2,Crew,Casual,7,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,no,
378,,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
379,Track & Field,HS Varsity,8,Swimming,HS JV,7,,,,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,1 season,5,1 season,5,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,6,Never played,,no,
380,Crew,HS Varsity,10,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,9,Never played,,yes,Men's Rowing
381,Basketball,Casual,4,Tennis,HS Varsity,9,,,,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,2+ seasons,9,Never played,,2+ seasons,6,Never played,,Never played,,no,
382,Soccer,Casual,3,Swimming,Casual,6,,,,,Never played,,1 season,9,Never played,,1 season,7,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,1 season,7,Never played,,2+ seasons,5,Never played,,1 season,5,no,
383,Tennis,Casual,3,,,,,,,,2+ seasons,7,1 season,7,Never played,,Never played,,Never played,,1 season,6,Never played,,2+ seasons,4,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
384,Track & Field,HS Varsity,7,Softball,HS JV,3,,,,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Track & Field
385,Football (American),Casual,3,Cross Country,Casual,5,,,,,1 season,2,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,5,1 season,5,Never played,,2+ seasons,6,Never played,,1 season,5,1 season,5,1 season,8,no,
386,Tennis,HS Varsity,10,Basketball,Casual,3,Crew,HS JV,5,,Never played,,2+ seasons,5,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,yes,Tennis
387,Skiing,HS Varsity,9,Basketball,HS Varsity,6,,,,,1 season,3,Never played,,2+ seasons,7,Never played,,1 season,2,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,yes,Skiing
388,Tennis,HS Varsity,8,Crew,Casual,4,,,,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,no,
389,Tennis,HS Varsity,8,Swimming,HS Varsity,8,Basketball,Casual,1,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
390,Track & Field,HS Varsity,10,Tennis,Casual,5,Squash,HS Varsity,10,boxing ,Never played,,1 season,5,Never played,,Never played,,1 season,7,Never played,,1 season,7,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,1 season,7,1 season,5,1 season,5,no,
391,Football (American),Casual,6,,,,,,,,Never played,,2+ seasons,7,1 season,7,Never played,,Never played,,Never played,,Never played,,1 season,7,2+ seasons,8,1 season,5,1 season,4,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,no,
392,Ping Pong,Casual,3,Basketball,HS Varsity,6,,,,,Never played,,1 season,3,Never played,,Never played,,2+ seasons,6,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
393,Soccer,HS Varsity,9,Track & Field,HS Varsity,9,,,,,2+ seasons,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
394,Swimming,Casual,1,Tennis,HS JV,6,,,,,Never played,,1 season,5,1 season,3,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,1 season,4,Never played,,Never played,,no,
395,,,,,,,,,,,Never played,,1 season,7,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,Never played,,Never played,,no,
396,Soccer,Casual,2,Softball,HS JV,6,,,,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,5,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,no,
