respondent_id,pre_college_sport_1,pre_college_sport_1_level,pre_college_sport_1_skill,pre_college_sport_2,pre_college_sport_2_level,pre_college_sport_2_skill,pre_college_sport_3,pre_college_sport_3_level,pre_college_sport_3_skill,im_badminton_experience,im_badminton_skill,im_basketball_experience,im_basketball_skill,im_billiards_experience,im_billiards_skill,im_broomball_experience,im_broomball_skill,im_climbing_experience,im_climbing_skill,im_dodgeball_experience,im_dodgeball_skill,im_flag_football_experience,im_flag_football_skill,im_foosball_experience,im_foosball_skill,im_inner_tube_water_polo_experience,im_inner_tube_water_polo_skill,im_pickleball_experience,im_pickleball_skill,im_ping_pong_experience,im_ping_pong_skill,im_river_run_experience,im_river_run_skill,im_soccer_experience,im_soccer_skill,im_softball_experience,im_softball_skill,im_spikeball_experience,im_spikeball_skill,im_squash_experience,im_squash_skill,im_tennis_experience,im_tennis_skill,im_ultimate_frisbee_experience,im_ultimate_frisbee_skill,im_volleyball_experience,im_volleyball_skill,is_varsity,varsity_sport
300,Swimming,HS JV,6,,,,,,,2+ seasons,7,Never played,,Never played,,1 season,7,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,1,Never played,,Never played,,no,
301,Softball,Casual,5,Squash,Casual,5,,,,Never played,,1 season,6,1 season,3,Never played,,2+ seasons,5,Never played,,1 season,5,Never played,,1 season,4,1 season,6,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,no,
302,Tennis,HS Varsity,10,Soccer,Casual,3,,,,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,6,Never played,,1 season,5,2+ seasons,5,yes,Tennis
303,Squash,HS Varsity,10,,,,,,,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,8,no,
304,Crew,HS Varsity,7,,,,,,,2+ seasons,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,yes,Men's Rowing
305,Track & Field,HS Varsity,7,,,,,,,Never played,,Never played,,1 season,3,Never played,,1 season,5,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,yes,Track & Field
306,,,,,,,,,,Never played,,Never played,,Never played,,2+ seasons,9,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,2+ seasons,5,Never played,,Never played,,1 season,6,Never played,,Never played,,2+ seasons,8,2+ seasons,8,no,
307,Basketball,Casual,2,Rugby,HS JV,8,,,,Never played,,1 season,8,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,no,
308,Cross Country,HS Varsity,10,,,,,,,1 season,1,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,no,
309,Crew,HS Varsity,8,,,,,,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,6,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,2+ seasons,5,2+ seasons,7,Never played,,Never played,,1 season,9,no,
310,Basketball,HS JV,6,Field Hockey,Casual,4,,,,Never played,,Never played,,1 season,3,1 season,5,1 season,4,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,no,
311,Ice Hockey,Casual,5,,,,,,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,1 season,6,Never played,,Never played,,no,
312,Track & Field,HS Varsity,10,Tennis,Casual,5,Wrestling,HS Varsity,8,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,2+ seasons,5,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,yes,Track & Field
313,Swimming,HS Varsity,9,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,7,Never played,,1 season,7,1 season,5,Never played,,Never played,,1 season,4,no,
314,Tennis,HS JV,4,Soccer,Casual,6,,,,Never played,,Never played,,1 season,6,Never played,,2+ seasons,7,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,6,1 season,4,Never played,,no,
315,,,,,,,,,,Never played,,Never played,,1 season,5,1 season,8,Never played,,1 season,7,Never played,,Never played,,Never played,,1 season,1,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,no,
316,Track & Field,HS Varsity,5,Field Hockey,Casual,6,Baseball,Casual,6,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
317,Basketball,HS Varsity,8,,,,,,,Never played,,1 season,9,1 season,5,Never played,,1 season,8,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,2+ seasons,4,Never played,,Never played,,Never played,,no,
318,Baseball,HS Varsity,7,Basketball,Casual,6,,,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,2+ seasons,5,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,6,1 season,5,Never played,,Never played,,1 season,7,no,
319,Rugby,HS Varsity,5,,,,,,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,5,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,no,
320,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
321,Tennis,Casual,4,Basketball,Casual,1,,,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,no,
322,Swimming,HS Varsity,8,Cross Country,Casual,4,Crew,HS JV,6,2+ seasons,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,1 season,2,Never played,,Never played,,no,
323,Soccer,HS Varsity,9,Track & Field,Casual,2,,,,Never played,,Never played,,2+ seasons,5,Never played,,2+ seasons,9,Never played,,2+ seasons,9,1 season,4,Never played,,2+ seasons,6,Never played,,1 season,5,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,no,
324,Football (American),Casual,4,Gymnastics,Casual,3,Basketball,HS Varsity,6,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,6,Never played,,no,
325,Swimming,Casual,5,,,,,,,Never played,,Never played,,Never played,,1 season,4,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
326,Swimming,Casual,5,Basketball,Casual,3,,,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,5,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,no,
327,Wrestling,HS Varsity,8,Soccer,HS Varsity,8,Baseball,Casual,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,2+ seasons,9,Never played,,Never played,,yes,Wrestling
328,Soccer,HS Varsity,8,,,,,,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,2+ seasons,7,1 season,6,1 season,4,Never played,,1 season,4,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Soccer
329,Ultimate Frisbee,Casual,3,Baseball,Casual,3,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,5,2+ seasons,5,Never played,,2+ seasons,7,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,no,
330,Track & Field,HS Varsity,8,Crew,Casual,4,,,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,2+ seasons,5,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,6,Never played,,no,
331,Crew,HS Varsity,8,Basketball,HS Varsity,10,Lacrosse,Casual,6,Never played,,1 season,6,Never played,,1 season,3,1 season,3,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,6,Never played,,Never played,,Never played,,no,
332,Track & Field,Casual,6,Cross Country,Casual,5,Field Hockey,HS JV,7,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,no,
333,,,,,,,,,,1 season,5,2+ seasons,9,1 season,6,1 season,4,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,7,Never played,,1 season,5,no,
334,Lacrosse,HS Varsity,9,Soccer,HS Varsity,10,Cross Country,Casual,3,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,2+ seasons,8,1 season,5,1 season,2,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,no,
335,Lacrosse,HS Varsity,9,Basketball,Casual,4,Soccer,Casual,3,Never played,,1 season,5,1 season,1,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Lacrosse
336,Lacrosse,Casual,5,,,,,,,Never played,,1 season,5,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,1 season,8,Never played,,no,
337,Cross Country,Casual,5,Soccer,Casual,5,,,,Never played,,1 season,6,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,1 season,4,Never played,,no,
338,Crew,Casual,2,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,6,Never played,,Never played,,no,
339,Cross Country,Casual,4,,,,,,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,5,Never played,,1 season,5,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,no,
340,Softball,Casual,3,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,no,
341,Track & Field,Casual,6,,,,,,,1 season,3,1 season,6,Never played,,Never played,,1 season,4,Never played,,Never played,,2+ seasons,8,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,5,Never played,,1 season,3,Never played,,Never played,,1 season,5,no,
342,Cross Country,HS Varsity,9,,,,,,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,4,Never played,,yes,Cross Country
343,Football (American),HS Varsity,9,Squash,Casual,3,,,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,5,1 season,4,1 season,5,yes,Football
344,Football (American),HS Varsity,8,Wrestling,HS Varsity,8,,,,Never played,,Never played,,2+ seasons,7,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,1 season,4,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Football
345,Tennis,Casual,5,,,,,,,1 season,8,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,no,
346,Wrestling,HS Varsity,7,Badminton,Casual,2,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,8,1 season,5,Never played,,Never played,,Never played,,1 season,5,1 season,5,2+ seasons,4,Never played,,1 season,5,Never played,,yes,Wrestling
347,Swimming,HS Varsity,5,Track & Field,Casual,4,Football (American),HS Varsity,7,Never played,,1 season,6,2+ seasons,7,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,4,Never played,,1 season,6,1 season,4,Never played,,1 season,7,no,
348,Track & Field,HS Varsity,8,,,,,,,1 season,5,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Track & Field
349,Track & Field,Casual,3,,,,,,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,1 season,6,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,9,Never played,,1 season,4,no,
350,Swimming,HS Varsity,8,,,,,,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,no,
351,Water Polo,HS Varsity,10,Ice Hockey,HS Varsity,9,Swimming,HS Varsity,7,Never played,,Never played,,Never played,,1 season,5,Never played,,1 season,6,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,yes,Water Polo
352,Baseball,HS Varsity,10,Track & Field,Casual,6,,,,Never played,,Never played,,1 season,5,1 season,5,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Baseball
353,Swimming,HS Varsity,10,Tennis,Casual,6,,,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,no,
354,Swimming,Casual,4,Track & Field,Casual,3,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,3,2+ seasons,8,Never played,,Never played,,1 season,6,Never played,,Never played,,no,
355,Lacrosse,HS Varsity,10,Basketball,HS Varsity,8,Swimming,HS Varsity,7,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,1 season,4,yes,Lacrosse
356,Swimming,HS Varsity,10,Basketball,Casual,4,Flag Football,Casual,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,yes,Swimming & Diving
357,Cross Country,HS Varsity,7,,,,,,,Never played,,Never played,,1 season,3,Never played,,1 season,4,Never played,,Never played,,1 season,7,Never played,,Never played,,1 season,4,2+ seasons,9,Never played,,Never played,,1 season,7,Never played,,1 season,7,Never played,,Never played,,yes,Cross Country
358,Soccer,HS JV,6,Tennis,Casual,3,,,,Never played,,Never played,,1 season,5,1 season,9,1 season,4,Never played,,1 season,4,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
359,Tennis,Casual,4,Swimming,Casual,4,Soccer,Casual,5,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,1 season,3,2+ seasons,6,Never played,,1 season,4,1 season,5,Never played,,1 season,5,Never played,,no,
360,Basketball,Casual,4,Baseball,Casual,4,Soccer,Casual,5,Never played,,Never played,,1 season,5,1 season,4,1 season,7,Never played,,1 season,2,Never played,,1 season,5,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
361,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,4,no,
362,Basketball,HS Varsity,8,Lacrosse,Casual,4,Soccer,Casual,4,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,1 season,6,no,
363,Football (American),Casual,6,Lacrosse,Casual,4,Soccer,HS Varsity,8,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,3,no,
364,Crew,Casual,5,,,,,,,Never played,,Never played,,Never played,,Never played,,2+ seasons,9,1 season,3,Never played,,Never played,,1 season,7,Never played,,Never played,,1 season,5,1 season,9,Never played,,2+ seasons,6,1 season,6,2+ seasons,8,2+ seasons,6,1 season,8,no,
365,Soccer,Casual,5,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,1 season,3,Never played,,Never played,,1 season,7,no,
366,Lacrosse,Casual,6,Tennis,Casual,2,Cross Country,Casual,4,Never played,,1 season,4,1 season,6,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,2+ seasons,6,Never played,,1 season,6,no,
367,,,,,,,,,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,1 season,5,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,no,
368,Climbing,Casual,2,Basketball,Casual,6,,,,1 season,4,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
369,Soccer,HS Varsity,8,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,5,Never played,,1 season,2,Never played,,1 season,8,no,
370,Soccer,HS Varsity,8,,,,,,,1 season,7,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,4,1 season,6,Never played,,Never played,,1 season,5,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,no,
371,,,,,,,,,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,no,
372,Track & Field,Casual,4,Squash,HS Varsity,7,,,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,no,
373,,,,,,,,,,Never played,,2+ seasons,6,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,Never played,,1 season,6,2+ seasons,7,Never played,,Never played,,1 season,4,Never played,,Never played,,1 season,2,no,
374,Football (American),HS Varsity,9,Track & Field,Casual,6,,,,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,5,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,1 season,4,yes,Football
375,Tennis,HS Varsity,10,,,,,,,1 season,8,Never played,,Never played,,1 season,6,Never played,,Never played,,2+ seasons,9,1 season,7,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,2+ seasons,7,Never played,,1 season,5,2+ seasons,7,Never played,,no,
376,Basketball,HS Varsity,8,Baseball,Casual,6,,,,Never played,,Never played,,Never played,,1 season,6,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,1 season,6,Never played,,Never played,,1 season,6,1 season,5,Never played,,Never played,,no,
377,Track & Field,Casual,5,,,,,,,Never played,,Never played,,1 season,5,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
378,Soccer,Casual,6,Tennis,HS JV,5,,,,Never played,,2+ seasons,9,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,1 season,7,Never played,,Never played,,Never played,,Never played,,1 season,9,Never played,,Never played,,Never played,,Never played,,1 season,6,no,
379,Track & Field,Casual,7,Softball,HS Varsity,6,,,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,2+ seasons,9,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
380,,,,,,,,,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
381,Swimming,HS JV,2,,,,,,,Never played,,1 season,4,1 season,6,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,6,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,10,no,
382,Track & Field,HS Varsity,7,,,,,,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,no,
383,Cross Country,Casual,8,Baseball,HS Varsity,7,Crew,Casual,6,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,2,Never played,,1 season,7,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,no,
384,Track & Field,HS JV,5,Basketball,Casual,1,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,no,
385,Cross Country,HS Varsity,8,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,1 season,8,Never played,,Never played,,1 season,6,1 season,2,Never played,,Never played,,yes,Cross Country
386,Baseball,HS Varsity,9,,,,,,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,5,1 season,3,Never played,,Never played,,Never played,,2+ seasons,7,no,
387,Football (American),HS Varsity,10,Swimming,HS Varsity,10,,,,1 season,5,Never played,,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,no,
388,Track & Field,Casual,3,Cross Country,Casual,2,,,,1 season,6,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,6,2+ seasons,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,1 season,7,Never played,,no,
389,Tennis,HS Varsity,8,,,,,,,Never played,,Never played,,Never played,,Never played,,1 season,4,Never played,,Never played,,1 season,5,1 season,4,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,no,
390,Baseball,HS Varsity,7,,,,,,,1 season,3,1 season,8,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,2+ seasons,10,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,8,yes,Baseball
391,Tennis,Casual,5,Basketball,Casual,8,,,,Never played,,1 season,4,Never played,,1 season,6,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,1 season,4,Never played,,1 season,8,1 season,7,Never played,,Never played,,Never played,,Never played,,1 season,6,no,
392,Golf,HS Varsity,4,,,,,,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,7,Never played,,Never played,,Never played,,1 season,5,Never played,,yes,Golf
393,Soccer,Casual,5,Track & Field,HS Varsity,6,Lacrosse,Casual,8,Never played,,1 season,5,Never played,,Never played,,Never played,,1 season,4,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,no,
394,Tennis,Casual,3,Soccer,Casual,3,,,,1 season,6,1 season,5,Never played,,1 season,3,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,5,no,
395,,,,,,,,,,1 season,7,Never played,,Never played,,1 season,6,1 season,5,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,1 season,3,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,no,
396,Crew,HS Varsity,10,Swimming,HS Varsity,10,,,,Never played,,2+ seasons,8,1 season,5,2+ seasons,8,Never played,,1 season,4,Never played,,Never played,,Never played,,Never played,,1 season,2,Never played,,Never played,,Never played,,1 season,3,1 season,7,Never played,,1 season,2,Never played,,no,
397,Crew,Casual,5,,,,,,,1 season,5,Never played,,Never played,,1 season,6,Never played,,1 season,7,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,Never played,,2+ seasons,8,no,
398,Tennis,HS Varsity,7,Soccer,Casual,1,Football (American),HS Varsity,6,1 season,5,2+ seasons,8,Never played,,Never played,,Never played,,1 season,4,2+ seasons,5,Never played,,Never played,,1 season,5,Never played,,Never played,,Never played,,Never played,,1 season,8,2+ seasons,8,1 season,6,Never played,,Never played,,no,
399,Soccer,HS Varsity,8,Softball,Casual,2,,,,Never played,,1 season,4,Never played,,1 season,7,2+ seasons,6,1 season,5,Never played,,Never played,,1 season,4,Never played,,Never played,,1 season,6,1 season,4,1 season,4,1 season,3,Never played,,Never played,,Never played,,Never played,,no,
400,,,,,,,,,,1 season,3,1 season,5,Never played,,1 season,2,Never played,,2+ seasons,7,Never played,,Never played,,2+ seasons,9,Never played,,1 season,6,Never played,,Never played,,Never played,,Never played,,1 season,8,1 season,6,Never played,,Never played,,no,
